39361	1899360	甘肃	张掖	中国电信天翼卡	0936	734000
39362	1899361	甘肃	张掖	中国电信天翼卡	0936	734000
39363	1899362	甘肃	张掖	中国电信天翼卡	0936	734000
39364	1899363	甘肃	张掖	中国电信天翼卡	0936	734000
39365	1899364	甘肃	张掖	中国电信天翼卡	0936	734000
39366	1899365	甘肃	张掖	中国电信天翼卡	0936	734000
39367	1899366	甘肃	张掖	中国电信天翼卡	0936	734000
39368	1899367	甘肃	张掖	中国电信天翼卡	0936	734000
39369	1899368	甘肃	甘南	中国电信天翼卡	0941	747000
39370	1899369	甘肃	甘南	中国电信天翼卡	0941	747000
39371	1899370	甘肃	酒泉/嘉峪关	中国电信天翼卡		
39372	1899371	甘肃	酒泉/嘉峪关	中国电信天翼卡		
39373	1899372	甘肃	酒泉/嘉峪关	中国电信天翼卡		
39374	1899373	甘肃	酒泉/嘉峪关	中国电信天翼卡		
39375	1899374	甘肃	酒泉/嘉峪关	中国电信天翼卡		
39376	1899375	甘肃	酒泉/嘉峪关	中国电信天翼卡		
39377	1899376	甘肃	酒泉/嘉峪关	中国电信天翼卡		
39378	1899377	甘肃	酒泉/嘉峪关	中国电信天翼卡		
39379	1899378	甘肃	酒泉/嘉峪关	中国电信天翼卡		
39380	1899379	甘肃	酒泉/嘉峪关	中国电信天翼卡		
39381	1899380	甘肃	天水	中国电信天翼卡	0938	741000
39382	1899381	甘肃	天水	中国电信天翼卡	0938	741000
39383	1899382	甘肃	天水	中国电信天翼卡	0938	741000
39384	1899383	甘肃	天水	中国电信天翼卡	0938	741000
39385	1899384	甘肃	天水	中国电信天翼卡	0938	741000
39386	1899385	甘肃	天水	中国电信天翼卡	0938	741000
39387	1899386	甘肃	天水	中国电信天翼卡	0938	741000
39388	1899387	甘肃	天水	中国电信天翼卡	0938	741000
39389	1899388	甘肃	天水	中国电信天翼卡	0938	741000
39390	1899389	甘肃	兰州	中国电信天翼卡	0931	730000
39391	1899390	甘肃	陇南	中国电信天翼卡	0939	742500
39392	1899391	甘肃	陇南	中国电信天翼卡	0939	742500
39393	1899392	甘肃	陇南	中国电信天翼卡	0939	742500
39394	1899393	甘肃	陇南	中国电信天翼卡	0939	742500
39395	1899394	甘肃	陇南	中国电信天翼卡	0939	742500
39396	1899395	甘肃	白银	中国电信天翼卡	0943	730900
39397	1899396	甘肃	白银	中国电信天翼卡	0943	730900
39398	1899397	甘肃	白银	中国电信天翼卡	0943	730900
39399	1899398	甘肃	白银	中国电信天翼卡	0943	730900
39400	1899399	甘肃	白银	中国电信天翼卡	0943	730900
39401	1899400	江苏	南京	中国电信天翼卡	025	210000
39402	1899401	江苏	南京	中国电信天翼卡	025	210000
39403	1899402	江苏	南京	中国电信天翼卡	025	210000
39404	1899403	江苏	南京	中国电信天翼卡	025	210000
39405	1899404	江苏	南京	中国电信天翼卡	025	210000
39406	1899405	江苏	南京	中国电信天翼卡	025	210000
39407	1899406	江苏	南京	中国电信天翼卡	025	210000
39408	1899407	江苏	南京	中国电信天翼卡	025	210000
39409	1899408	江苏	南京	中国电信天翼卡	025	210000
39410	1899409	江苏	南京	中国电信天翼卡	025	210000
39411	1899410	江苏	南京	江苏电信CDMA卡	025	210000
39412	1899411	江苏	南京	江苏电信CDMA卡	025	210000
39413	1899412	江苏	南京	江苏电信CDMA卡	025	210000
39414	1899413	江苏	南京	江苏电信CDMA卡	025	210000
39415	1899414	江苏	南京	江苏电信CDMA卡	025	210000
39416	1899415	江苏	南通	江苏电信CDMA卡	0513	226000
39417	1899416	江苏	南通	江苏电信CDMA卡	0513	226000
39418	1899417	江苏	南通	江苏电信CDMA卡	0513	226000
39419	1899418	江苏	南通	江苏电信CDMA卡	0513	226000
39420	1899419	江苏	南通	江苏电信CDMA卡	0513	226000
39421	1899420	江苏	南通	中国电信天翼卡	0513	226000
39423	1899422	江苏	南通	中国电信天翼卡	0513	226000
39424	1899423	江苏	南通	中国电信天翼卡	0513	226000
39425	1899424	江苏	南通	中国电信天翼卡	0513	226000
39426	1899425	江苏	南通	中国电信天翼卡	0513	226000
39427	1899426	江苏	南通	中国电信天翼卡	0513	226000
39428	1899427	江苏	南通	中国电信天翼卡	0513	226000
39429	1899428	江苏	南通	中国电信天翼卡	0513	226000
39430	1899429	江苏	南通	中国电信天翼卡	0513	226000
39431	1899430	江苏	苏州	江苏电信CDMA卡	0512	215000
39432	1899431	江苏	苏州	江苏电信CDMA卡	0512	215000
39433	1899432	江苏	苏州	江苏电信CDMA卡	0512	215000
39434	1899433	江苏	苏州	江苏电信CDMA卡	0512	215000
39435	1899434	江苏	苏州	江苏电信CDMA卡	0512	215000
39436	1899435	江苏	苏州	江苏电信CDMA卡	0512	215000
39437	1899436	江苏	苏州	江苏电信CDMA卡	0512	215000
39438	1899437	江苏	苏州	江苏电信CDMA卡	0512	215000
39439	1899438	江苏	苏州	江苏电信CDMA卡	0512	215000
39440	1899439	江苏	苏州	江苏电信CDMA卡	0512	215000
39441	1899440	江苏	苏州	中国电信天翼卡	0512	215000
39442	1899441	江苏	苏州	中国电信天翼卡	0512	215000
39443	1899442	江苏	苏州	中国电信天翼卡	0512	215000
39444	1899443	江苏	苏州	中国电信天翼卡	0512	215000
39445	1899444	江苏	苏州	中国电信天翼卡	0512	215000
39446	1899445	江苏	苏州	中国电信天翼卡	0512	215000
39447	1899446	江苏	苏州	中国电信天翼卡	0512	215000
39448	1899447	江苏	苏州	中国电信天翼卡	0512	215000
39449	1899448	江苏	镇江	中国电信天翼卡	0511	212000
39450	1899449	江苏	镇江	中国电信天翼卡	0511	212000
39451	1899450	江苏	连云港	江苏电信CDMA卡	0518	222000
39452	1899451	江苏	连云港	江苏电信CDMA卡	0518	222000
39453	1899452	江苏	连云港	江苏电信CDMA卡	0518	222000
39454	1899453	江苏	连云港	江苏电信CDMA卡	0518	222000
39455	1899454	江苏	连云港	江苏电信CDMA卡	0518	222000
39456	1899455	江苏	淮安	江苏电信CDMA卡	0517	223001
39457	1899456	江苏	淮安	江苏电信CDMA卡	0517	223001
39458	1899457	江苏	淮安	江苏电信CDMA卡	0517	223001
39459	1899458	江苏	淮安	江苏电信CDMA卡	0517	223001
39460	1899459	江苏	淮安	江苏电信CDMA卡	0517	223001
39461	1899460	江苏	泰州	江苏电信CDMA卡	0523	225300
39462	1899461	江苏	泰州	江苏电信CDMA卡	0523	225300
39463	1899462	江苏	泰州	江苏电信CDMA卡	0523	225300
39464	1899463	江苏	泰州	江苏电信CDMA卡	0523	225300
39465	1899464	江苏	泰州	江苏电信CDMA卡	0523	225300
39466	1899465	江苏	泰州	江苏电信CDMA卡	0523	225300
39467	1899466	江苏	泰州	江苏电信CDMA卡	0523	225300
39468	1899467	江苏	泰州	江苏电信CDMA卡	0523	225300
39469	1899468	江苏	泰州	江苏电信CDMA卡	0523	225300
39470	1899469	江苏	泰州	江苏电信CDMA卡	0523	225300
39471	1899470	江苏	泰州	中国电信天翼卡	0523	225300
39472	1899471	江苏	泰州	中国电信天翼卡	0523	225300
39473	1899472	江苏	泰州	中国电信天翼卡	0523	225300
39474	1899473	江苏	泰州	中国电信天翼卡	0523	225300
39475	1899474	江苏	泰州	中国电信天翼卡	0523	225300
39476	1899475	江苏	常州	中国电信天翼卡	0519	213000
39477	1899476	江苏	常州	中国电信天翼卡	0519	213000
39478	1899477	江苏	常州	中国电信天翼卡	0519	213000
39479	1899478	江苏	宿迁	中国电信天翼卡	0527	223800
39480	1899479	江苏	宿迁	中国电信天翼卡	0527	223800
39481	1899480	江苏	盐城	江苏电信CDMA卡	0515	224000
39482	1899481	江苏	盐城	江苏电信CDMA卡	0515	224000
39483	1899482	江苏	盐城	江苏电信CDMA卡	0515	224000
39484	1899483	江苏	盐城	江苏电信CDMA卡	0515	224000
39485	1899484	江苏	盐城	江苏电信CDMA卡	0515	224000
39486	1899485	江苏	扬州	江苏电信CDMA卡	0514	225000
39487	1899486	江苏	扬州	江苏电信CDMA卡	0514	225000
39488	1899487	江苏	扬州	江苏电信CDMA卡	0514	225000
39489	1899488	江苏	扬州	江苏电信CDMA卡	0514	225000
39490	1899489	江苏	扬州	江苏电信CDMA卡	0514	225000
39491	1899490	江苏	徐州	江苏电信CDMA卡	0516	221000
39492	1899491	江苏	徐州	江苏电信CDMA卡	0516	221000
39493	1899492	江苏	徐州	江苏电信CDMA卡	0516	221000
39494	1899493	江苏	徐州	江苏电信CDMA卡	0516	221000
39495	1899494	江苏	徐州	江苏电信CDMA卡	0516	221000
39496	1899495	江苏	宿迁	江苏电信CDMA卡	0527	223800
39497	1899496	江苏	宿迁	江苏电信CDMA卡	0527	223800
39498	1899497	江苏	宿迁	江苏电信CDMA卡	0527	223800
39499	1899498	江苏	常州	江苏电信CDMA卡	0519	213000
39500	1899499	江苏	常州	江苏电信CDMA卡	0519	213000
39501	1899500	宁夏	银川	中国电信天翼卡	0951	750000
39502	1899501	宁夏	银川	中国电信天翼卡	0951	750000
39503	1899502	宁夏	银川	中国电信天翼卡	0951	750000
39504	1899503	宁夏	银川	中国电信天翼卡	0951	750000
39505	1899504	宁夏	银川	中国电信天翼卡	0951	750000
39506	1899505	宁夏	银川	中国电信天翼卡	0951	750000
39507	1899506	宁夏	银川	中国电信天翼卡	0951	750000
39508	1899507	宁夏	银川	中国电信天翼卡	0951	750000
39509	1899508	宁夏	银川	中国电信天翼卡	0951	750000
39510	1899509	宁夏	银川	中国电信天翼卡	0951	750000
39511	1899510	宁夏	银川	中国电信天翼卡	0951	750000
39512	1899511	宁夏	银川	中国电信天翼卡	0951	750000
39513	1899512	宁夏	银川	中国电信天翼卡	0951	750000
39514	1899513	宁夏	银川	中国电信天翼卡	0951	750000
39515	1899514	宁夏	银川	中国电信天翼卡	0951	750000
39516	1899515	宁夏	银川	中国电信天翼卡	0951	750000
39517	1899516	宁夏	银川	中国电信天翼卡	0951	750000
39518	1899517	宁夏	银川	中国电信天翼卡	0951	750000
39519	1899518	宁夏	银川	中国电信天翼卡	0951	750000
39520	1899519	宁夏	银川	中国电信天翼卡	0951	750000
39521	1899520	宁夏	石嘴山	中国电信天翼卡	0952	753000
39522	1899521	宁夏	石嘴山	中国电信天翼卡	0952	753000
39523	1899522	宁夏	石嘴山	中国电信天翼卡	0952	753000
39524	1899523	宁夏	石嘴山	中国电信天翼卡	0952	753000
39525	1899524	宁夏	石嘴山	中国电信天翼卡	0952	753000
39526	1899525	宁夏	石嘴山	中国电信天翼卡	0952	753000
39527	1899526	宁夏	石嘴山	中国电信天翼卡	0952	753000
39528	1899527	宁夏	石嘴山	中国电信天翼卡	0952	753000
39529	1899528	宁夏	石嘴山	中国电信天翼卡	0952	753000
39530	1899529	宁夏	石嘴山	中国电信天翼卡	0952	753000
39531	1899530	宁夏	吴忠	中国电信天翼卡	0953	751100
39532	1899531	宁夏	吴忠	中国电信天翼卡	0953	751100
39533	1899532	宁夏	吴忠	中国电信天翼卡	0953	751100
39534	1899533	宁夏	吴忠	中国电信天翼卡	0953	751100
39535	1899534	宁夏	吴忠	中国电信天翼卡	0953	751100
39536	1899535	宁夏	吴忠	中国电信天翼卡	0953	751100
39537	1899536	宁夏	吴忠	中国电信天翼卡	0953	751100
39538	1899537	宁夏	吴忠	中国电信天翼卡	0953	751100
39539	1899538	宁夏	吴忠	中国电信天翼卡	0953	751100
39540	1899539	宁夏	吴忠	中国电信天翼卡	0953	751100
39541	1899540	宁夏	固原	中国电信天翼卡	0954	756000
39542	1899541	宁夏	固原	中国电信天翼卡	0954	756000
39543	1899542	宁夏	固原	中国电信天翼卡	0954	756000
39544	1899543	宁夏	固原	中国电信天翼卡	0954	756000
39545	1899544	宁夏	固原	中国电信天翼卡	0954	756000
39546	1899545	宁夏	中卫	中国电信天翼卡	0955	755000
39547	1899546	宁夏	中卫	中国电信天翼卡	0955	755000
39548	1899547	宁夏	中卫	中国电信天翼卡	0955	755000
39549	1899548	宁夏	中卫	中国电信天翼卡	0955	755000
39550	1899549	宁夏	中卫	中国电信天翼卡	0955	755000
39551	1899550	湖北	武汉	中国电信天翼卡	027	430000
39552	1899551	湖北	武汉	中国电信天翼卡	027	430000
39553	1899552	湖北	武汉	中国电信天翼卡	027	430000
39554	1899553	湖北	武汉	中国电信天翼卡	027	430000
39555	1899554	湖北	武汉	中国电信天翼卡	027	430000
39556	1899555	湖北	武汉	中国电信天翼卡	027	430000
39557	1899556	湖北	武汉	中国电信天翼卡	027	430000
39558	1899557	湖北	武汉	中国电信天翼卡	027	430000
39559	1899558	湖北	武汉	中国电信天翼卡	027	430000
39560	1899559	湖北	武汉	中国电信天翼卡	027	430000
39561	1899560	湖北	武汉	中国电信天翼卡	027	430000
39562	1899561	湖北	武汉	中国电信天翼卡	027	430000
39563	1899562	湖北	武汉	中国电信天翼卡	027	430000
39564	1899563	湖北	武汉	中国电信天翼卡	027	430000
39565	1899564	湖北	武汉	中国电信天翼卡	027	430000
39566	1899565	湖北	武汉	中国电信天翼卡	027	430000
39567	1899566	湖北	襄阳	中国电信天翼卡	0710	441000
39568	1899567	湖北	襄阳	中国电信天翼卡	0710	441000
39569	1899568	湖北	襄阳	中国电信天翼卡	0710	441000
39570	1899569	湖北	孝感	中国电信天翼卡	0712	432000
39571	1899570	湖北	孝感	中国电信天翼卡	0712	432000
39572	1899571	湖北	黄冈	中国电信天翼卡	0713	438000
39573	1899572	湖北	黄冈	中国电信天翼卡	0713	438000
39574	1899573	湖北	黄冈	中国电信天翼卡	0713	438000
39575	1899574	湖北	黄冈	中国电信天翼卡	0713	438000
39576	1899575	湖北	黄冈	中国电信天翼卡	0713	438000
39577	1899576	湖北	黄冈	中国电信天翼卡	0713	438000
39578	1899577	湖北	黄石	中国电信天翼卡	0714	435000
39579	1899578	湖北	黄石	中国电信天翼卡	0714	435000
39580	1899579	湖北	黄石	中国电信天翼卡	0714	435000
39581	1899580	湖北	黄石	中国电信天翼卡	0714	435000
39582	1899581	湖北	咸宁	中国电信天翼卡	0715	437000
39583	1899582	湖北	咸宁	中国电信天翼卡	0715	437000
39584	1899583	湖北	荆州	中国电信天翼卡	0716	434000
39585	1899584	湖北	荆州	中国电信天翼卡	0716	434000
39586	1899585	湖北	荆州	中国电信天翼卡	0716	434000
39587	1899586	湖北	荆州	中国电信天翼卡	0716	434000
39588	1899587	湖北	宜昌	中国电信天翼卡	0717	443000
39589	1899588	湖北	宜昌	中国电信天翼卡	0717	443000
39590	1899589	湖北	宜昌	中国电信天翼卡	0717	443000
39591	1899590	湖北	宜昌	中国电信天翼卡	0717	443000
39592	1899591	湖北	宜昌	中国电信天翼卡	0717	443000
39593	1899592	湖北	恩施	中国电信天翼卡	0718	445000
39594	1899593	湖北	十堰	中国电信天翼卡	0719	442000
39595	1899594	湖北	十堰	中国电信天翼卡	0719	442000
39596	1899595	湖北	随州	中国电信天翼卡	0722	441300
39597	1899596	湖北	随州	中国电信天翼卡	0722	441300
39598	1899597	湖北	随州	中国电信天翼卡	0722	441300
39599	1899598	湖北	江汉(天门/仙桃/潜江)	中国电信天翼卡		
39600	1899599	湖北	江汉(天门/仙桃/潜江)	中国电信天翼卡		
39601	1899600	重庆	重庆	中国电信天翼卡	023	400000
39602	1899601	重庆	重庆	中国电信天翼卡	023	400000
39603	1899602	重庆	重庆	中国电信天翼卡	023	400000
39604	1899603	重庆	重庆	中国电信天翼卡	023	400000
39605	1899604	重庆	重庆	中国电信天翼卡	023	400000
39606	1899605	重庆	重庆	中国电信天翼卡	023	400000
39607	1899606	重庆	重庆	中国电信天翼卡	023	400000
39608	1899607	重庆	重庆	中国电信天翼卡	023	400000
39609	1899608	重庆	重庆	中国电信天翼卡	023	400000
39610	1899609	重庆	重庆	中国电信天翼卡	023	400000
39611	1899610	重庆	重庆	中国电信天翼卡	023	400000
39612	1899611	重庆	重庆	中国电信天翼卡	023	400000
39613	1899612	重庆	重庆	中国电信天翼卡	023	400000
39614	1899613	重庆	重庆	中国电信天翼卡	023	400000
39615	1899614	重庆	重庆	中国电信天翼卡	023	400000
39616	1899615	重庆	重庆	中国电信天翼卡	023	400000
39617	1899616	重庆	重庆	中国电信天翼卡	023	400000
39618	1899617	重庆	重庆	中国电信天翼卡	023	400000
39619	1899618	重庆	重庆	中国电信天翼卡	023	400000
39620	1899619	重庆	重庆	中国电信天翼卡	023	400000
39621	1899620	重庆	重庆	中国电信天翼卡	023	400000
39622	1899621	重庆	重庆	中国电信天翼卡	023	400000
39623	1899622	重庆	重庆	中国电信天翼卡	023	400000
39624	1899623	重庆	重庆	中国电信天翼卡	023	400000
39625	1899624	重庆	重庆	中国电信天翼卡	023	400000
39626	1899625	重庆	重庆	中国电信天翼卡	023	400000
39627	1899626	重庆	重庆	中国电信天翼卡	023	400000
39628	1899627	重庆	重庆	中国电信天翼卡	023	400000
39629	1899628	重庆	重庆	中国电信天翼卡	023	400000
39630	1899629	重庆	重庆	中国电信天翼卡	023	400000
39631	1899630	重庆	重庆	中国电信天翼卡	023	400000
39632	1899631	重庆	重庆	中国电信天翼卡	023	400000
39633	1899632	重庆	重庆	中国电信天翼卡	023	400000
39634	1899633	重庆	重庆	中国电信天翼卡	023	400000
39635	1899634	重庆	重庆	中国电信天翼卡	023	400000
39636	1899635	重庆	重庆	中国电信天翼卡	023	400000
39637	1899636	重庆	重庆	中国电信天翼卡	023	400000
39638	1899637	重庆	重庆	中国电信天翼卡	023	400000
39639	1899638	重庆	重庆	中国电信天翼卡	023	400000
39640	1899639	重庆	重庆	中国电信天翼卡	023	400000
39641	1899640	重庆	重庆	中国电信天翼卡	023	400000
39642	1899641	重庆	重庆	中国电信天翼卡	023	400000
39643	1899642	重庆	重庆	中国电信天翼卡	023	400000
39644	1899643	重庆	重庆	中国电信天翼卡	023	400000
39645	1899644	重庆	重庆	中国电信天翼卡	023	400000
39646	1899645	重庆	重庆	中国电信天翼卡	023	400000
39647	1899646	重庆	重庆	中国电信天翼卡	023	400000
39648	1899647	重庆	重庆	中国电信天翼卡	023	400000
39649	1899648	重庆	重庆	中国电信天翼卡	023	400000
39650	1899649	重庆	重庆	中国电信天翼卡	023	400000
39651	1899650	重庆	万州	中国电信天翼卡	023	404000
39652	1899651	重庆	万州	中国电信天翼卡	023	404000
39653	1899652	重庆	万州	中国电信天翼卡	023	404000
39654	1899653	重庆	万州	中国电信天翼卡	023	404000
39655	1899654	重庆	万州	中国电信天翼卡	023	404000
39656	1899655	重庆	万州	中国电信天翼卡	023	404000
39657	1899656	重庆	万州	中国电信天翼卡	023	404000
39658	1899657	重庆	万州	中国电信天翼卡	023	404000
39659	1899658	重庆	万州	中国电信天翼卡	023	404000
39660	1899659	重庆	万州	中国电信天翼卡	023	404000
39661	1899660	重庆	万州	中国电信天翼卡	023	404000
39662	1899661	重庆	万州	中国电信天翼卡	023	404000
39663	1899662	重庆	万州	中国电信天翼卡	023	404000
39664	1899663	重庆	万州	中国电信天翼卡	023	404000
39665	1899664	重庆	万州	中国电信天翼卡	023	404000
39666	1899665	重庆	万州	中国电信天翼卡	023	404000
39667	1899666	重庆	万州	中国电信天翼卡	023	404000
39668	1899667	重庆	万州	中国电信天翼卡	023	404000
39669	1899668	重庆	万州	中国电信天翼卡	023	404000
39670	1899669	重庆	万州	中国电信天翼卡	023	404000
39671	1899670	重庆	涪陵	中国电信天翼卡	023	408000
39672	1899671	重庆	涪陵	中国电信天翼卡	023	408000
39673	1899672	重庆	涪陵	中国电信天翼卡	023	408000
39674	1899673	重庆	涪陵	中国电信天翼卡	023	408000
39675	1899674	重庆	涪陵	中国电信天翼卡	023	408000
39676	1899675	重庆	涪陵	中国电信天翼卡	023	408000
39677	1899676	重庆	涪陵	中国电信天翼卡	023	408000
39678	1899677	重庆	涪陵	中国电信天翼卡	023	408000
39679	1899678	重庆	涪陵	中国电信天翼卡	023	408000
39680	1899679	重庆	涪陵	中国电信天翼卡	023	408000
39681	1899680	重庆	涪陵	中国电信天翼卡	023	408000
39682	1899681	重庆	涪陵	中国电信天翼卡	023	408000
39683	1899682	重庆	涪陵	中国电信天翼卡	023	408000
39684	1899683	重庆	涪陵	中国电信天翼卡	023	408000
39685	1899684	重庆	涪陵	中国电信天翼卡	023	408000
39686	1899685	重庆	涪陵	中国电信天翼卡	023	408000
39687	1899686	重庆	涪陵	中国电信天翼卡	023	408000
39688	1899687	重庆	涪陵	中国电信天翼卡	023	408000
39689	1899688	重庆	涪陵	中国电信天翼卡	023	408000
39690	1899689	重庆	涪陵	中国电信天翼卡	023	408000
39691	1899690	重庆	黔江	中国电信天翼卡	023	409000
39692	1899691	重庆	黔江	中国电信天翼卡	023	409000
39693	1899692	重庆	黔江	中国电信天翼卡	023	409000
39694	1899693	重庆	黔江	中国电信天翼卡	023	409000
39695	1899694	重庆	黔江	中国电信天翼卡	023	409000
39696	1899695	重庆	黔江	中国电信天翼卡	023	409000
39697	1899696	重庆	黔江	中国电信天翼卡	023	409000
39698	1899697	重庆	黔江	中国电信天翼卡	023	409000
39699	1899698	重庆	黔江	中国电信天翼卡	023	409000
39700	1899699	重庆	黔江	中国电信天翼卡	023	409000
39701	1899700	青海	西宁	中国电信天翼卡	0971	810000
39702	1899701	青海	西宁	中国电信天翼卡	0971	810000
39703	1899702	青海	海东	中国电信天翼卡	0972	810600
39704	1899703	青海	西宁	中国电信天翼卡	0971	810000
39705	1899704	青海	西宁	中国电信天翼卡	0971	810000
39706	1899705	青海	西宁	中国电信天翼卡	0971	810000
39707	1899706	青海	西宁	中国电信天翼卡	0971	810000
39708	1899707	青海	西宁	中国电信天翼卡	0971	810000
39709	1899708	青海	西宁	中国电信天翼卡	0971	810000
39710	1899709	青海	西宁	中国电信天翼卡	0971	810000
39711	1899710	青海	西宁	中国电信天翼卡	0971	810000
39712	1899711	青海	西宁	中国电信天翼卡	0971	810000
39713	1899712	青海	西宁	中国电信天翼卡	0971	810000
39714	1899713	青海	西宁	中国电信天翼卡	0971	810000
39715	1899714	青海	西宁	中国电信天翼卡	0971	810000
39716	1899715	青海	西宁	中国电信天翼卡	0971	810000
39717	1899716	青海	西宁	中国电信天翼卡	0971	810000
39718	1899717	青海	西宁	中国电信天翼卡	0971	810000
39719	1899718	青海	西宁	中国电信天翼卡	0971	810000
39720	1899719	青海	西宁	中国电信天翼卡	0971	810000
39721	1899720	青海	西宁	中国电信天翼卡	0971	810000
39722	1899721	青海	西宁	中国电信天翼卡	0971	810000
39723	1899722	青海	西宁	中国电信天翼卡	0971	810000
39724	1899723	青海	西宁	中国电信天翼卡	0971	810000
39725	1899724	青海	西宁	中国电信天翼卡	0971	810000
39726	1899725	青海	西宁	中国电信天翼卡	0971	810000
39727	1899726	青海	西宁	中国电信天翼卡	0971	810000
39728	1899727	青海	西宁	中国电信天翼卡	0971	810000
39729	1899728	青海	西宁	中国电信天翼卡	0971	810000
39730	1899729	青海	西宁	中国电信天翼卡	0971	810000
39731	1899730	青海	海东	中国电信天翼卡	0972	810600
39732	1899731	青海	西宁	中国电信天翼卡	0971	810000
39733	1899732	青海	海东	中国电信天翼卡	0972	810600
39734	1899733	青海	西宁	中国电信天翼卡	0971	810000
39735	1899734	青海	海南	中国电信天翼卡	0974	813000
39736	1899735	青海	西宁	中国电信天翼卡	0971	810000
39737	1899736	青海	玉树	中国电信天翼卡	0976	815000
39738	1899737	青海	格尔木	中国电信天翼卡	0979	816000
39739	1899738	青海	西宁	中国电信天翼卡	0971	810000
39740	1899739	青海	格尔木	中国电信天翼卡	0979	816000
39741	1899740	青海	海北	中国电信天翼卡	0970	812200
39742	1899741	青海	西宁	中国电信天翼卡	0971	810000
39743	1899742	青海	海东	中国电信天翼卡	0972	810600
39744	1899743	青海	黄南	中国电信天翼卡	0973	811300
39745	1899744	青海	海南	中国电信天翼卡	0974	813000
39746	1899745	青海	果洛	中国电信天翼卡	0975	814000
39747	1899746	青海	玉树	中国电信天翼卡	0976	815000
39748	1899747	青海	海西	中国电信天翼卡	0979	817000
39749	1899748	青海	西宁	中国电信天翼卡	0971	810000
39750	1899749	青海	格尔木	中国电信天翼卡	0979	816000
39751	1899750	新疆	克州	中国电信天翼卡		
39752	1899751	新疆	阿勒泰	中国电信天翼卡	0906	836500
39753	1899752	新疆	阿勒泰	中国电信天翼卡	0906	836500
39754	1899753	新疆	和田	中国电信天翼卡	0903	848000
39755	1899754	新疆	昌吉	中国电信天翼卡	0994	831100
39756	1899755	新疆	昌吉	中国电信天翼卡	0994	831100
39757	1899756	新疆	昌吉	中国电信天翼卡	0994	831100
39758	1899757	新疆	伊犁	中国电信天翼卡	0999	835000
39759	1899758	新疆	伊犁	中国电信天翼卡	0999	835000
39760	1899759	新疆	伊犁	中国电信天翼卡	0999	835000
39761	1899760	新疆	库尔勒	中国电信天翼卡	0996	841000
39762	1899761	新疆	库尔勒	中国电信天翼卡	0996	841000
39763	1899762	新疆	库尔勒	中国电信天翼卡	0996	841000
39764	1899763	新疆	喀什	中国电信天翼卡	0998	844000
39765	1899764	新疆	喀什	中国电信天翼卡	0998	844000
39766	1899765	新疆	和田	中国电信天翼卡	0903	848000
39767	1899766	新疆	阿克苏	中国电信天翼卡	0997	843000
39768	1899767	新疆	阿克苏	中国电信天翼卡	0997	843000
39769	1899768	新疆	哈密	中国电信天翼卡	0902	839000
39770	1899769	新疆	克州	中国电信天翼卡		
39771	1899770	新疆	奎屯	中国电信天翼卡	0992	833200
39772	1899771	新疆	奎屯	中国电信天翼卡	0992	833200
39773	1899772	新疆	奎屯	中国电信天翼卡	0992	833200
39774	1899773	新疆	石河子	中国电信天翼卡	0993	832000
39775	1899774	新疆	喀什	中国电信天翼卡	0998	844000
39776	1899775	新疆	喀什	中国电信天翼卡	0998	844000
39777	1899776	新疆	博乐	中国电信天翼卡	0909	833400
39778	1899777	新疆	博乐	中国电信天翼卡	0909	833400
39779	1899778	新疆	阿勒泰	中国电信天翼卡	0906	836500
39780	1899779	新疆	阿勒泰	中国电信天翼卡	0906	836500
39781	1899780	新疆	昌吉	中国电信天翼卡	0994	831100
39782	1899781	新疆	昌吉	中国电信天翼卡	0994	831100
39783	1899782	新疆	昌吉	中国电信天翼卡	0994	831100
39784	1899783	新疆	伊犁	中国电信天翼卡	0999	835000
39785	1899784	新疆	伊犁	中国电信天翼卡	0999	835000
39786	1899785	新疆	喀什	中国电信天翼卡	0998	844000
39787	1899786	新疆	阿克苏	中国电信天翼卡	0997	843000
39788	1899787	新疆	阿克苏	中国电信天翼卡	0997	843000
39789	1899788	新疆	石河子	中国电信天翼卡	0993	832000
39790	1899789	新疆	石河子	中国电信天翼卡	0993	832000
39791	1899790	新疆	乌鲁木齐	中国电信天翼卡	0991	830000
39792	1899791	新疆	乌鲁木齐	中国电信天翼卡	0991	830000
39793	1899792	新疆	乌鲁木齐	中国电信天翼卡	0991	830000
39794	1899793	新疆	乌鲁木齐	中国电信天翼卡	0991	830000
39795	1899794	新疆	乌鲁木齐	中国电信天翼卡	0991	830000
39796	1899795	新疆	乌鲁木齐	中国电信天翼卡	0991	830000
39797	1899796	新疆	乌鲁木齐	中国电信天翼卡	0991	830000
39798	1899797	新疆	乌鲁木齐	中国电信天翼卡	0991	830000
39799	1899798	新疆	乌鲁木齐	中国电信天翼卡	0991	830000
39800	1899799	新疆	乌鲁木齐	中国电信天翼卡	0991	830000
39801	1899800	广东	东莞	中国电信天翼卡	0769	523000
39802	1899801	广东	东莞	中国电信天翼卡	0769	523000
39803	1899802	广东	东莞	中国电信天翼卡	0769	523000
39804	1899803	广东	东莞	中国电信天翼卡	0769	523000
39805	1899804	广东	东莞	中国电信天翼卡	0769	523000
39806	1899805	广东	东莞	中国电信天翼卡	0769	523000
39807	1899806	广东	东莞	中国电信天翼卡	0769	523000
39808	1899807	广东	东莞	中国电信天翼卡	0769	523000
39809	1899808	广东	东莞	中国电信天翼卡	0769	523000
